42.5163	71.4175
13.3374	61.7421
99.7089	6.70428
78.7975	48.7539
6.58225	27.895
31.9096	5.21945
23.2295	17.5156
84.7544	67.4371
14.8008	57.816
13.6479	80.344
41.6907	95.4096
48.4087	4.18878
0.836019	50.9664
92.1827	14.531
22.572	67.3302
19.2251	16.6184
4.75586	31.7173
72.3733	77.5434
71.4712	16.1107
71.912	24.7451
91.1517	86.1864
34.6887	12.4715
8.75874	8.18217
17.7048	64.5683
99.9169	3.62154
67.3008	25.0956
81.0573	29.3311
67.6631	13.6884
60.8758	39.0596
73.9141	74.3849
86.7205	12.2362
54.4113	91.1138
50.4152	28.2378
91.9257	94.617
28.0346	77.683
18.6925	64.0745
99.7416	57.2455
25.5817	51.7805
74.9223	19.5505
84.4964	30.5203
54.4187	15.6063
95.7036	90.9768
47.8441	16.5091
68.0197	6.98423
83.9707	96.1428
72.6988	48.0917
77.9289	51.348
6.57007	23.0868
19.5317	69.5429
7.92715	31.6798
41.8074	56.8754
4.02512	50.1717
35.254	14.4782
34.65	63.2671
30.8483	66.6613
76.4766	42.7345
38.3477	10.3664
28.0584	76.8646
64.1154	86.8514
12.1253	90.3596
73.1926	48.3171
66.1468	28.9412
15.246	38.932
30.6511	53.7952
35.8295	85.6338
47.2951	89.4991
11.6979	7.22629
52.2427	43.0243
8.8609	25.0677
12.2116	39.7484
50.7922	64.7504
60.0281	91.9393
23.8396	72.5426
24.1621	93.0813
17.3074	85.8704
23.4875	54.8417
24.5628	27.8051
20.147	10.9097
59.0599	19.6779
26.7043	19.8161
49.7124	16.171
85.7962	76.8933
44.9471	26.5567
38.5472	61.9746
7.0644	31.4313
65.051	12.0974
20.2499	40.2571
1.18672	45.2125
86.1847	6.21712
91.152	92.1571
84.8672	63.7718
12.9444	56.3076
61.668	54.906
5.80942	38.8496
44.5111	98.8305
43.8075	72.7936
42.7262	99.5698
69.1533	58.9247
46.8604	82.1848
80.6636	12.2861
